Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,;
SUNW,Sunworks, Inc.,1.78,$39.94M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sunw,;
SMCI,Super Micro Computer, Inc.,27.1,$1.32B,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci,;
SPCB,SuperCom, Ltd.,3.48,$51.99M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb,;
SCON,Superconductor Technologies Inc.,1.28,$13.73M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon,;
SGC,Superior Uniform Group, Inc.,21.9,$323.51M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc,;
SUPN,Supernus Pharmaceuticals, Inc.,41.05,$2.06B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn,;
SPRT,support.com, Inc.,2.21,$41.13M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt,;
SGRY,Surgery Partners, Inc.,19.6,$956.84M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry,;
SRDX,Surmodics, Inc.,26.15,$347.18M,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx,;
SBBX,Sussex Bancorp,23.9,$144.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx,;
SIVB,SVB Financial Group,184.89,$9.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb,;
SIVBO,SVB Financial Group,27,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo,;
SYKE,Sykes Enterprises, Incorporated,33.43,$1.42B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke,;
SYMC,Symantec Corporation,29.17,$17.82B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc,;
SYNC,Synacor, Inc.,3.8,$144.47M,2012,Technology,Computer Software: Programming, Data Processing,http://www.nasdaq.com/symbol/sync,;
SYNL,Synalloy Corporation,10.65,$92.43M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl,;
SYNA,Synaptics Incorporated,45.32,$1.6B,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna,;
SNCR,Synchronoss Technologies, Inc.,16.59,$769.32M,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr,;
SNDX,Syndax Pharmaceuticals, Inc.,12.73,$232.4M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx,;
SGYP,Synergy Pharmaceuticals, Inc.,3.73,$839.06M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp,;
SNPS,Synopsys, Inc.,76.61,$11.52B,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps,;
SYNT,Syntel, Inc.,18.67,$1.56B,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt,;
SYMX,Synthesis Energy Systems, Inc.,0.43,$37.54M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx,;
SYPR,Sypris Solutions, Inc.,1.68,$35.95M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr,;
SYRS,Syros Pharmaceuticals, Inc.,22.13,$579.37M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs,;
TROW,T. Rowe Price Group, Inc.,82.79,$19.9B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow,;
TTOO,T2 Biosystems, Inc.,2.98,$91.17M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo,;
TRHC,Tabula Rasa HealthCare, Inc.,14.75,$254.01M,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc,;
TCMD,Tactile Systems Technology, Inc.,28.39,$480.93M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd,;
TAIT,Taitron Components Incorporated,1.67,$9.24M,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait,;
TTWO,Take-Two Interactive Software, Inc.,87.71,$9.29B,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo,;
TLND,Talend S.A.,38.93,$1.12B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd,;
TNDM,Tandem Diabetes Care, Inc.,0.4367,$21.93M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm,;
TLF,Tandy Leather Factory, Inc.,8.35,$77.45M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf,;
TANH,Tantech Holdings Ltd.,2.75,$66.86M,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tanh,;
TPIV,TapImmune Inc.,2.91,$29.56M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv,;
TEDU,Tarena International, Inc.,19.15,$1.07B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu,;
TATT,TAT Technologies Ltd.,10.45,$92.26M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt,;
TAYD,Taylor Devices, Inc.,12.35,$42.44M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd,;
CGBD,TCG BDC, Inc.,18.55,$1.15B,2017,n/a,n/a,http://www.nasdaq.com/symbol/cgbd,;
TCPC,TCP Capital Corp.,16.6,$975.95M,2012,n/a,n/a,http://www.nasdaq.com/symbol/tcpc,;
AMTD,TD Ameritrade Holding Corporation,45.29,$23.92B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd,;
TEAR,TearLab Corporation,2.53,$14.51M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear,;
TECD,Tech Data Corporation,105.21,$4.01B,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd,;
TCCO,Technical Communications Corporation,5.25,$9.66M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco,;
TTGT,TechTarget, Inc.,9.57,$262.64M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt,;
TGLS,Tecnoglass Inc.,8.55,$286.32M,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls,;
TGEN,Tecogen Inc.,3.4,$84M,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen,;
TNAV,Telenav, Inc.,7,$306.14M,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav,;
TTEC,TeleTech Holdings, Inc.,41.05,$1.87B,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec,;
TLGT,Teligent, Inc.,7.09,$377.38M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt,;
TELL,Tellurian Inc.,8.68,$1.76B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tell,;
TENX,Tenax Therapeutics, Inc.,0.3906,$11.03M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx,;
GLBL,TerraForm Global, Inc.,5,$869.93M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/glbl,;
TERP,TerraForm Power, Inc.,13.09,$1.84B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp,;
TVIA,TerraVia Holdings, Inc.,0.05,$5.42M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tvia,;
TBNK,Territorial Bancorp Inc.,30.03,$295.21M,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk,;
TSRO,TESARO, Inc.,128.59,$6.93B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro,;
TESO,Tesco Corporation,4.5,$210.25M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/teso,;
TSLA,Tesla, Inc. ,356.91,$58.63B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,;
TESS,TESSCO Technologies Incorporated,13.6,$113.72M,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess,;
TTEK,Tetra Tech, Inc.,41.4,$2.37B,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek,;
TTPH,Tetraphase Pharmaceuticals, Inc.,5.655,$232.16M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph,;
TCBI,Texas Capital Bancshares, Inc.,80.05,$3.97B,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi,;
TCBIL,Texas Capital Bancshares, Inc.,25.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil,;
TCBIP,Texas Capital Bancshares, Inc.,25.58,$153.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip,;
TCBIW,Texas Capital Bancshares, Inc.,64.0304,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw,;
TXN,Texas Instruments Incorporated,81.43,$80.76B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,;
TXRH,Texas Roadhouse, Inc.,48.39,$3.43B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh,;
TFSL,TFS Financial Corporation,15.68,$4.42B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl,;
TGTX,TG Therapeutics, Inc.,10.35,$691.12M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx,;
ABCO,The Advisory Board Company,54.45,$2.21B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco,;
ANDE,The Andersons, Inc.,34,$965.6M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande,;
TBBK,The Bancorp, Inc.,7.88,$439.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk,;
BPRN,The Bank of Princeton,32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bprn,;
BONT,The Bon-Ton Stores, Inc.,0.62,$13.33M,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont,;
CG,The Carlyle Group L.P.,21.95,$7.18B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg,;
CAKE,The Cheesecake Factory Incorporated,45.13,$2.16B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake,;
CHEF,The Chefs&#39; Warehouse, Inc.,14.55,$383.42M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef,
TCFC,The Community Financial Corporation,36.08,$167.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc,;
DSGX,The Descartes Systems Group Inc.,26.35,$2B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx,;
DXYN,The Dixie Group, Inc.,4.3,$69.34M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn,;
ENSG,The Ensign Group, Inc.,20.13,$1.02B,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg,;
XONE,The ExOne Company,10.2,$164.64M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone,;
FINL,The Finish Line, Inc.,13.77,$552.82M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl,;
FBMS,The First Bancshares, Inc.,27.75,$253.99M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms,;
FLIC,The First of Long Island Corporation,28.15,$677.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic,;
GT,The Goodyear Tire & Rubber Company,31.2,$7.86B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt,;
HABT,The Habit Restaurants, Inc.,13.35,$347.39M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt,;
HCKT,The Hackett Group, Inc.,15.89,$464.31M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt,;
HAIN,The Hain Celestial Group, Inc.,43.19,$4.48B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain,;
FITS,The Health and Fitness ETF,27.3029,$2.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fits,;
CUBA,The Herzfeld Caribbean Basin Fund, Inc.,7.3379,$45.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba,;
INTG,The Intergroup Corporation,25.9,$61.16M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg,;
JYNT,The Joint Corp.,3.77,$49.32M,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt,;
KEYW,The KEYW Holding Corporation,8.94,$442.6M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw,;
KHC,The Kraft Heinz Company,86.66,$105.52B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc,;
OLD,The Long-Term Care ETF,25.83,$2.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/old,;
MDCO,The Medicines Company,36.43,$2.63B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco,;
MEET,The Meet Group, Inc.,4.34,$301.7M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet,;
MIK,The Michaels Companies, Inc.,20.14,$3.8B,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik,;
MIDD,The Middleby Corporation,128.35,$7.38B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd,;
NAVG,The Navigators Group, Inc.,56.6,$1.67B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg,;
SLIM,The Obesity ETF,26.54,$2.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slim,;
STKS,The ONE Group Hospitality, Inc.,1.95,$49.02M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/stks,;
ORG,The Organics ETF,30.3202,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/org,;
PCLN,The Priceline Group Inc. ,2032.77,$99.9B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln,;
PRSC,The Providence Service Corporation,50.39,$678.61M,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc,;
RMR,The RMR Group Inc.,49.1,$1.53B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rmr,;
SMPL,The Simply Good Foods Company,11.89,$838.99M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/smpl,;
SMPLW,The Simply Good Foods Company,2.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/smplw,;
SPNC,The Spectranetics Corporation,38.5,$1.69B,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc,;
TSG,The Stars Group Inc.,17.7,$2.6B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsg,;
TTD,The Trade Desk, Inc.,53.39,$2.15B,2016,Technology,Computer Software: Programming, Data Processing,http://www.nasdaq.com/symbol/ttd,;
ULTI,The Ultimate Software Group, Inc.,196.24,$5.83B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti,;
YORW,The York Water Company,34.8,$446.97M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw,;
NCTY,The9 Limited,1.07,$25.59M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty,;
TRPX,Therapix Biosciences Ltd.,6.09,$21.06M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trpx,;
TBPH,Theravance Biopharma, Inc.,29.86,$1.59B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph,;
TST,TheStreet, Inc.,0.83,$29.6M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst,;
TCRD,THL Credit, Inc.,9.97,$328.27M,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd,;
TICC,TICC Capital Corp.,6.59,$339.25M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc,;
TICCL,TICC Capital Corp.,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ticcl,;
TIG,TiGenix,21.24,$110.43B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tig,;
TTS,Tile Shop Hldgs, Inc.,15,$777.85M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts,;
TIL,Till Capital Ltd.,4.0061,$13.42M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/til,;
TSBK,Timberland Bancorp, Inc.,27.28,$200.63M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk,;
TNTR,Tintri, Inc.,6.1,$188.56M,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/tntr,;
TIPT,Tiptree Inc.,6.6,$244.64M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tipt,;
TITN,Titan Machinery Inc.,17.54,$383.17M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn,;
TTNP,Titan Pharmaceuticals, Inc.,1.9,$40.29M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp,;
TVTY,Tivity Health, Inc.,38.775,$1.53B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/tvty,;
TIVO,TiVo Corporation,18.5,$2.24B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tivo,;
TMUS,T-Mobile US, Inc.,64.52,$53.62B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus,;
TMUSP,T-Mobile US, Inc.,104.89,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmusp,;
TOCA,Tocagen Inc.,10.7,$211.94M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca,;
TNXP,Tonix Pharmaceuticals Holding Corp.,3.69,$27.62M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp,;
TISA,Top Image Systems, Ltd.,1.35,$24.21M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa,;
TOPS,TOP Ships Inc.,1.89,$2.03M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops,;
TORM          ,TOR Minerals International Inc,7.65,$27.09M,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm,;
TRCH,Torchlight Energy Resources, Inc.,1.35,$80.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch,;
TSEM,Tower Semiconductor Ltd.,24.48,$2.34B,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem,;
CLUB,Town Sports International Holdings, Inc.,5.75,$153.45M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club,;
TOWN,Towne Bank,31.85,$1.99B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town,;
TPIC,TPI Composites, Inc.,19.04,$642.35M,2016,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tpic,;
TCON,TRACON Pharmaceuticals, Inc.,2.2,$36.54M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon,;
TSCO,Tractor Supply Company,56.99,$7.33B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco,;
TWMC,Trans World Entertainment Corp.,1.788,$64.57M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc,;
TACT,TransAct Technologies Incorporated,9.2,$67.6M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact,;
TRNS,Transcat, Inc.,13,$92.67M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns,;
TGA,Transglobe Energy Corp,1.28,$92.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga,;
TA,TravelCenters of America LLC,4.05,$160.05M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta,;
TANNI,TravelCenters of America LLC,24.37,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tanni,;
TANNL,TravelCenters of America LLC,23.51,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tannl,;
TANNZ,TravelCenters of America LLC,23.46,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tannz,;
TZOO,Travelzoo,8.95,$117.46M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo,;
TRVN,Trevena, Inc.,2.43,$141.67M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn,;
TCBK,TriCo Bancshares,37.7,$864.28M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk,;
TRIL,Trillium Therapeutics Inc.,4.45,$48.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril,;
TRS,TriMas Corporation,24,$1.1B,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs,;
TRMB,Trimble Inc.,37.75,$9.55B,1990,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb,;
TRIB,Trinity Biotech plc,5.65,$135.83M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib,;
TRIP,TripAdvisor, Inc.,39.51,$5.58B,n/a,Technology,Computer Software: Programming, Data Processing,http://www.nasdaq.com/symbol/trip,;
TSC,TriState Capital Holdings, Inc.,23.05,$660.74M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc,;
TBK,Triumph Bancorp, Inc.,28.05,$579.73M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk,;
TRVG,trivago N.V.,17.42,$4.17B,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/trvg,;
TRNC,tronc, Inc.,12.58,$412.85M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/trnc,;
TROV,TrovaGene, Inc.,0.8178,$24.83M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov,;
TRUE,TrueCar, Inc.,19.15,$1.78B,2014,Technology,Computer Software: Programming, Data Processing,http://www.nasdaq.com/symbol/true,;
THST,Truett-Hurst, Inc.,2.09,$9.25M,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst,;
TRUP,Trupanion, Inc.,23.15,$688.96M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/trup,;
TRST,TrustCo Bank Corp NY,8,$768.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trst,;
TRMK,Trustmark Corporation,31.7,$2.15B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk,;
TSRI,TSR, Inc.,4.35,$8.53M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri,;
TTMI,TTM Technologies, Inc.,13.375,$1.36B,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi,;
TCX,Tucows Inc.,52.65,$555.58M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx,;
TUES,Tuesday Morning Corp.,1.85,$83.44M,1999,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tues,;
TOUR,Tuniu Corporation,8,$1.01B,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour,;
HEAR,Turtle Beach Corporation,0.67,$33M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear,;
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.9,$10.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tuti,;
